2013-01-30-05	4075
2013-01-30-06	12223
2013-01-30-07	24404
2013-01-30-08	29414
2013-01-30-09	27544
2013-01-30-10	23059
2013-01-30-11	22266
2013-01-30-12	23248
2013-01-30-13	22761
2013-01-30-14	24617
2013-01-30-15	24018
2013-01-30-16	19304
2013-01-30-17	24253
2013-01-30-18	31441
2013-01-30-19	32549
2013-01-30-20	29765
2013-01-30-21	28875
2013-01-30-22	27680
2013-01-30-23	21822
2013-01-31-00	15152
2013-01-31-01	9119
2013-01-31-02	5784
2013-01-31-03	3774
2013-01-31-04	3157
2013-01-31-05	4655
2013-01-31-06	13157
2013-01-31-07	24031
2013-01-31-08	28771
2013-01-31-09	27429
2013-01-31-10	23766
2013-01-31-11	23002
2013-01-31-12	24318
2013-01-31-13	23542
2013-01-31-14	25809
2013-01-31-15	25502
2013-01-31-16	21155
2013-01-31-17	26174
2013-01-31-18	33959
2013-01-31-19	35814
2013-01-31-20	35582
2013-01-31-21	34884
2013-01-31-22	33213
2013-01-31-23	29412
2013-02-01-00	21200
2013-02-01-01	13140
2013-02-01-02	8518
2013-02-01-03	5589
2013-02-01-04	4522
2013-02-01-05	5038
2013-02-01-06	12683
2013-02-01-07	23798
2013-02-01-08	29193
2013-02-01-09	28378
2013-02-01-10	25507
2013-02-01-11	25723
2013-02-01-12	26171
2013-02-01-13	25867
2013-02-01-14	27574
2013-02-01-15	25113
2013-02-01-16	21364
2013-02-01-17	26252
2013-02-01-18	33752
2013-02-01-19	36492
2013-02-01-20	35916
2013-02-01-21	34738
2013-02-01-22	35481
2013-02-01-23	35067
2013-02-02-00	32538
2013-02-02-01	27536
2013-02-02-02	22988
2013-02-02-03	16779
2013-02-02-04	10555
2013-02-02-05	4988
2013-02-02-06	5162
2013-02-02-07	7412
2013-02-02-08	12405
2013-02-02-09	18019
2013-02-02-10	21876
2013-02-02-11	25051
2013-02-02-12	27806
2013-02-02-13	28257
2013-02-02-14	27458
2013-02-02-15	27698
2013-02-02-16	24761
2013-02-02-17	27380
2013-02-02-18	34359
2013-02-02-19	35280
2013-02-02-20	32718
2013-02-02-21	31512
2013-02-02-22	33216
2013-02-02-23	34023
2013-02-03-00	31965
2013-02-03-01	28060
2013-02-03-02	24298
2013-02-03-03	18790
2013-02-03-04	11116
2013-02-03-05	4620
2013-02-03-06	4198
2013-02-03-07	5578
2013-02-03-08	8850
2013-02-03-09	12980
2013-02-03-10	18596
2013-02-03-11	22309
2013-02-03-12	24137
2013-02-03-13	24260
2013-02-03-14	24220
2013-02-03-15	24102
2013-02-03-16	24497
2013-02-03-17	29128
2013-02-03-18	30310
2013-02-03-19	18568
2013-02-03-20	18392
2013-02-03-21	18890
2013-02-03-22	20145
2013-02-03-23	24614
2013-02-04-00	12080
2013-02-04-01	6049
2013-02-04-02	4010
2013-02-04-03	2703
2013-02-04-04	2846
2013-02-04-05	4780
2013-02-04-06	12535
2013-02-04-07	23072
2013-02-04-08	28368
2013-02-04-09	26317
2013-02-04-10	22119
2013-02-04-11	21049
2013-02-04-12	22535
2013-02-04-13	22173
2013-02-04-14	23489
2013-02-04-15	24266
2013-02-04-16	21521
2013-02-04-17	26347
2013-02-04-18	31477
2013-02-04-19	30985
2013-02-04-20	27671
2013-02-04-21	25288
2013-02-04-22	21544
2013-02-04-23	13869
2013-02-05-00	8951
2013-02-05-01	5056
2013-02-05-02	3155
2013-02-05-03	2098
2013-02-05-04	2240
2013-02-05-05	4102
2013-02-05-06	12715
2013-02-05-07	24214
2013-02-05-08	29774
2013-02-05-09	27938
2013-02-05-10	24015
2013-02-05-11	22447
2013-02-05-12	23751
2013-02-05-13	23449
2013-02-05-14	25603
2013-02-05-15	24293
2013-02-05-16	20516
